X,Y,OBJECTID,SCH_TYPE,SCHCLASS,SCHNAME,ADDRESS,CITY,ZIP,PHONE,URL,SDISTNAME,LAT,LON,GlobalID,GRADELVL,last_edited_user,last_edited_date,created_user,created_date
999966.950459316,418678.130249344,68,PUBLIC,OTHER,SIERRA 2-8 SCHOOL,5801 S DEL MORAL BL,TUCSON,85706,520-545-4800,https://old.susd12.org/sierra,SUNNYSIDE UNIFIED SCHOOL DISTRICT,32.14732152,-110.94745449,{39791D4A-1DC5-475F-9A66-76157A92084E},2-8,"CENTRAL\u149245 - ""CENTRAL\U149245""",2020/10/22 16:28:49+00,,
1037000.08858268,451573.03510499,69,PRIVATE,OTHER,EL CAMINO BAPSTIST CHURCH,7777 E SPEEDWAY BL,TUCSON,85710,520-792-1506,https://www.wbu.edu/campuses/phoenix/tucson/,,32.23675844,-110.8267385,{9260A266-2C23-403F-9455-0BAB9683F635},,"CENTRAL\u149245 - ""CENTRAL\U149245""",2020/11/02 16:49:24+00,,
1011364.08694226,437957.748031497,70,CHARTER,MIDDLE SCHOOL,FUTURE INVESTMENT MIDDLE SCHOOL,1844 S ALVERNON WY,TUCSON,85711,520-790-8400,https://www.griffinfoundation.org/future-investment-middle-school/,,32.20002465,-110.91005165,{0E6D8AA9-B70B-4558-999A-36B5E2DC683A},6-8,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 10:17:10+00,,
990276.247047246,419423.562335961,71,CHARTER,OTHER,LA PALOMA ACADEMY-SOUTH CAMPUS,5660 S 12TH AV,TUCSON,85706,520-807-9668,https://lpatucson.org/south/,,32.1496063,-110.97874112,{8F7ED957-84AC-4541-9A56-4D3D57E7C9C4},K-8,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 11:19:05+00,,
977209.521653544,413285.532152228,72,PRIVATE,ELEMENTARY SCHOOL,GRACEPOINTE CHRISTIAN ACADEMY,2555 W VALENCIA RD,TUCSON,85746,520-578-3249, http://gracepointetucson.org/elementary-and-preschool/about-our-school,,32.133041,-111.02112203,{01A6D19D-FF63-4699-B733-166DE72C91AD},PK-5,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 10:30:59+00,,
1040981.60629921,450799.252952754,73,PUBLIC,MIDDLE SCHOOL,MAGEE MIDDLE SCHOOL,8300 E SPEEDWAY BLVD,TUCSON,85710,520-731-5000,https://mageems.tusd1.org/,TUCSON UNIFIED SCHOOL DISTRICT,32.23452007,-110.81388917,{0F6D058E-14D0-4014-A7B6-F1D0EA4B3C65},6-8,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 11:31:07+00,,
994271.119422574,450986.459317587,74,PRIVATE,ELEMENTARY SCHOOL,FIRST SOUTHERN CHRISTIAN SCHOOL,445 E SPEEDWAY BL,TUCSON,85705,520-624-9797,https://firstsouthernchristianschool.com/,,32.2362625,-110.96493209,{06B20039-0082-422E-89AC-FED59F76A336},PK-6,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 10:08:38+00,,
992722.345800526,432180.065616801,75,PUBLIC,MIDDLE SCHOOL,WAKEFIELD MIDDLE SCHOOL,101 W 44TH ST,TUCSON,85713,520-225-3800,https://wakefieldms.tusd1.org/,TUCSON UNIFIED SCHOOL DISTRICT,32.18460969,-110.97047596,{D77F73F2-149E-45D3-8675-1DA2D53AC111},6-8,"CENTRAL\u149245 - ""CENTRAL\U149245""",2021/09/15 08:29:56+00,,
992271.183070865,463814.195538059,76,CHARTER,HIGH SCHOOL,TUCSON PREPARATORY SCHOOL,104 E PRINCE RD,TUCSON,85705,520-622-4185,https://tucsonprepschool.org/,,32.27156856,-110.97103414,{4A45CA42-C7C5-48A7-B291-190A2E8E3B47},9-12,"CENTRAL\u149245 - ""CENTRAL\U149245""",2020/11/02 16:41:52+00,,
1034973.76738845,463057.025262468,77,PUBLIC,ELEMENTARY SCHOOL,FRUCHTHENDLER ELEMENTARY SCHOOL,7470 E CLOUD RD,TUCSON,85750,520-731-4400,https://fruchthendleres.tusd1.org/,TUCSON UNIFIED SCHOOL DISTRICT,32.26837763,-110.83291613,{0F741449-DC3C-40AA-A6B7-B207F340FCE5},K-5,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 10:15:12+00,,
1040422.49737533,440267.270669289,78,CHARTER,HIGH SCHOOL,COMPASS HIGH SCHOOL,8250 E 22ND ST,TUCSON,85710,520-296-4070,https://www.compasshighschool.com/,,32.20558953,-110.81604596,{C4A6E5F1-C4AE-4A9B-ACEA-6AD1A4A9215D},9-12,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 08:19:51+00,,
993883.804790027,410927.749343835,79,PUBLIC,MIDDLE SCHOOL,CHALLENGER MIDDLE SCHOOL,100 E ELVIRA RD,TUCSON,85756,520-545-4600,https://old.susd12.org/challenger,SUNNYSIDE UNIFIED SCHOOL DISTRICT,32.12616791,-110.96732788,{EA3AB2AD-4AC9-4979-B23B-67721B4F9B30},7-8,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 08:13:43+00,,
994488.177493438,459121.961614177,80,PUBLIC,ELEMENTARY SCHOOL,KEELING ELEMENTARY SCHOOL,2837 N LOS ALTOS AV,TUCSON,85705,520-696-6940,https://www.amphi.com/Keeling,AMPHITHEATER UNIFIED SCHOOL DISTRICT,32.25861792,-110.96399674,{F2183BFC-F844-4E5C-A8C7-343CA4153F58},K-5,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 11:07:15+00,,
1016942.05675853,453908.183727033,81,PRIVATE,OTHER,SAINT CYRIL OF ALEXANDRIA SCHOOL,4725 E PIMA ST,TUCSON,85712,520-881-4240,https://stcyril.com/,,32.24371937,-110.89152905,{EF49F817-93CC-40CD-9888-DD37F401E5ED},K-8,"CENTRAL\u149245 - ""CENTRAL\U149245""",2020/10/22 16:28:50+00,,
999823.182086613,461528.622047246,82,CHARTER,OTHER,PRESIDIO SCHOOL,1695 E FORT LOWELL RD,TUCSON,85719,520-881-5222,https://www.presidioschool.com/,,32.26510134,-110.94666973,{35A7CE19-3EE9-4914-B9E4-7D59D54E36A5},PK-12,"CENTRAL\u149245 - ""CENTRAL\U149245""",2020/10/22 16:28:50+00,,
1059961.82053806,395409.587926507,83,PUBLIC,OTHER,ESMOND STATION K-8,9400 S ATTERBURY WASH WY,TUCSON,85747,520-879-3402,https://es.vailschooldistrict.org/,VAIL UNIFIED SCHOOL DISTRICT,32.08173734,-110.75444932,{EB1B17A8-F310-4950-971C-5D6FE783E1EB},K-8,"CENTRAL\u154600 - ""CENTRAL\U154600""",2022/10/05 11:37:03+00,,
983321.783136483,463865.373031497,84,CHARTER,OTHER,ACADEMY OF MATH AND SCIENCE,1557 W PRINCE RD,TUCSON,85705,520-293-2676,https://enrollams.org/prince/,,32.27192269,-110.99998494,{A4D1E37A-5D7C-4464-AF81-47E34C75B518},K-8,U157087,2024/06/06 18:24:40+00,,
998248.244422574,445507.718503937,85,CHARTER,OTHER,TUCSON INTERNATIONAL ACADEMY-BROADWAY,1230 E BROADWAY BL,TUCSON,85719,520-623-3448 ext 130,https://tucsoninternationalacademy.com/tia-campus/,,32.22110647,-110.95222985,{1BBD9E51-C451-4FE8-A0F6-5157DA7628A5},K-12,U157087,2024/06/14 15:15:12+00,,
1045757.1187664,443076.053805776,86,PUBLIC,ELEMENTARY SCHOOL,GALE ELEMENTARY SCHOOL,678 S GOLLOB RD,TUCSON,85710,520-731-4500,https://galees.tusd1.org/,TUCSON UNIFIED SCHOOL DISTRICT,32.21315791,-110.79870694,{27268725-DBEA-4C68-AD61-B66C4E018F4D},PK-5,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 10:18:17+00,,
986696.874671917,418282.909448817,87,PUBLIC,POSTSECONDARY SCHOOL,PIMA COMMUNITY COLLGE DESERT VISTA CAMPUS,5901 S CALLE SANTA CRUZ,TUCSON,85709,520-206-5101,https://www.pima.edu/maps-directions/desert-vista-campus.html,,32.14655628,-110.99033701,{B09188F2-4217-40FD-AE5D-6EFF24B1A178},,"CENTRAL\u149245 - ""CENTRAL\U149245""",2020/10/22 16:28:50+00,,
974687.717191599,446901.78313648,88,PUBLIC,OTHER,MORGAN MAXWELL K-8 SCHOOL,2802 W ANKLAM RD,TUCSON,85745,520-225-2000,https://maxwellk8.tusd1.org/,TUCSON UNIFIED SCHOOL DISTRICT,32.22549649,-111.02837139,{CB21CA03-C6D2-4B18-8335-87AD094A675A},K-8,"CENTRAL\u149245 - ""CENTRAL\U149245""",2020/10/22 16:28:51+00,,
1015335.14566929,439688.140419945,89,CHARTER,POSTSECONDARY SCHOOL,ARIZONA AUTISM CHARTER SCHOOLS INC,1300 S BELVEDERE AV,TUCSON,85711,520-372-0660, https://www.prescott.edu/local-and-global-centers/prescott-college-tucson-center,,32.20467778,-110.89716223,{8EA0D0F3-A349-433C-98C2-9BBB82F6F53D},,"CENTRAL\u149245 - ""CENTRAL\U149245""",2020/11/02 16:47:22+00,,
1025847.47047244,453640.989173226,90,CHARTER,ELEMENTARY SCHOOL,ADVENTURE SCHOOLS CHARTER PROGRAM,6074 E PIMA ST,TUCSON,85712,520-407-1200,https://adventureschoolstucson.com,,32.24274804,-110.86273742,{E73EBDCC-3530-4B47-97BE-F9F0C7FEBB50},K-8,"CENTRAL\u154600 - ""CENTRAL\U154600""",2022/10/05 11:26:51+00,,
990448.430446193,463787.820538059,91,CHARTER,HIGH SCHOOL,ENVISION HIGH SCHOOL,351 W PRINCE RD,TUCSON,85705,520-887-0045,https://www.cplccommunityschools.org/envision-high-school,,32.27154008,-110.97693165,{74F63373-C173-410C-B53C-F0EA9D1F2012},9-12,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 09:57:30+00,,
972394.05511811,410648.644356959,92,PUBLIC,ELEMENTARY SCHOOL,MILLER ELEMENTARY SCHOOL,6951 S CAMINO DE LA TIERRA,TUCSON,85746,520-908-4200,https://milleres.tusd1.org/,TUCSON UNIFIED SCHOOL DISTRICT,32.12590223,-111.03674672,{7A432E6B-EE03-412F-83D3-560E31899D8B},PK-5,"CENTRAL\u149245 - ""CENTRAL\U149245""",2020/10/22 16:28:52+00,,
1000144.88484252,454976.77034121,93,PRIVATE,OTHER,INTERNATIONAL SCHOOL OF TUCSON,1701 E SENECA ST,TUCSON,85719,520-406-0552,https://www.istucson.org/,,32.24708547,-110.94582076,{6B45681A-DC2B-4933-908C-2668C2AA4CC3},PK-8,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 11:00:23+00,,
985669.620078739,339303.537401572,94,CHARTER,OTHER,GREAT EXPECTATIONS ACADEMY,1466 W CAMINO ANTIGUA,SAHUARITA,85629,520-399-2121,https://geageckos.org/wordpress/,,31.92949386,-110.99583132,{A867212E-A40B-46E0-ADDD-CD8701273199},K-8,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 10:31:49+00,,
1048312.50032808,444609.104330711,95,PUBLIC,MIDDLE SCHOOL,GRIDLEY MIDDLE SCHOOL,350 S HARRISON RD,TUCSON,85748,520-731-4600,https://gridleyms.tusd1.org/,TUCSON UNIFIED SCHOOL DISTRICT,32.21729801,-110.79039387,{B0D3B661-88CA-4951-9D1A-A75691B9B032},6-8,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 10:34:17+00,,
1056693.50754593,440552.377296589,96,CHARTER,HIGH SCHOOL,ACADEMY OF TUCSON HIGH SCHOOL,10720 E 22ND ST,TUCSON,85748,520-733-0096,http://www.academyoftucson.com/highschool_home.aspx,,32.20590428,-110.76343917,{28478F41-58BB-43F9-AE68-7A96B39D50DB},9-12,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/22 15:44:23+00,,
1013398.73425197,414545.916338585,97,PUBLIC,HIGH SCHOOL,DESERT VIEW HIGH SCHOOL,4101 E VALENCIA RD,TUCSON,85706,520-545-5100,https://old.susd12.org/desert-view,SUNNYSIDE UNIFIED SCHOOL DISTRICT,32.13562423,-110.90418675,{D2F73FCE-B475-4D9A-9F7C-68BEA0C9CA14},9-12,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 09:16:55+00,,
1011273.36351706,438181.210958004,98,CHARTER,ELEMENTARY SCHOOL,CHILDREN REACHING FOR THE SKY,1844 S ALVERNON WY,TUCSON,85711,520-790-8400,https://www.griffinfoundation.org/children-reaching-for-the-sky-elementary-school/,,32.20064117,-110.91033815,{722663F0-E0BF-467B-92AF-E0D9FDD4A334},K-5,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 08:15:00+00,,
1038921.10629921,440799.240157478,99,CHARTER,OTHER,DA VINCI TREE ACADEMY,8055 E 22ND ST,TUCSON,85710,520-372-4606,https://www.davincitree.academy/,,32.20709377,-110.82088182,{AA1040EA-387B-4032-A52B-5E5BD8E0560B},K-8,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 08:45:00+00,,
999647.514435697,513837.250328086,100,CHARTER,ELEMENTARY SCHOOL,BASIS ORO VALLEY PRIMARY,11129 N ORACLE RD,ORO VALLEY,85737,520-812-5900,https://www.basised.com/oro-valley-primary/,,32.40887501,-110.94570402,{70123113-99A7-457A-9DFF-B20C4B666627},K-5,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/22 16:27:08+00,,
982728.201443568,468412.281824149,101,PUBLIC,ELEMENTARY SCHOOL,HOMER DAVIS ELEMENTARY SCHOOL,4250 N ROMERO RD,TUCSON,85705,520-696-8250,https://davis.flowingwellsschools.org/,FLOWING WELLS UNIFIED SCHOOL DISTRICT,32.28443402,-111.00177981,{4F0B862E-770E-4979-874C-1DD16C806881},K-6,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 10:47:59+00,,
1046100.875,448694.687664039,102,PUBLIC,ELEMENTARY SCHOOL,HENRY ELEMENTARY SCHOOL,650 N IGO WY,TUCSON,85710,520-731-4700,https://henryes.tusd1.org/,TUCSON UNIFIED SCHOOL DISTRICT,32.22859034,-110.79740642,{4D368507-A1B6-424E-82E2-9888E715F4A5},K-5,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 10:38:45+00,,
1001381.52919947,434697.414370082,103,CHARTER,OTHER,SOUTHSIDE COMMUNITY SCHOOL,2701 S CAMPBELL AV,TUCSON,85713,520-623-7102,https://www.scstucson.org/,,32.19131626,-110.94241588,{0B975377-6E47-4C8A-B4C7-2A698CB3B62B},K-9,"CENTRAL\u149245 - ""CENTRAL\U149245""",2020/11/02 16:41:02+00,,
991809.75,451481.531167977,104,PUBLIC,POSTSECONDARY SCHOOL,PIMA COMMUNITY COLLEGE DOWNTOWN CAMPUS,1255 N STONE AV,TUCSON,85709,520-206-7171,https://www.pima.edu/about-pima/locations/downtown/index.html,,32.23768292,-110.97287768,{A9A52BDA-1019-4E3F-B9D8-0EEB3414AE0E},,U157087,2024/06/13 15:09:58+00,,
993276.807414699,464741.743766405,105,PUBLIC,OTHER,RILLITO CENTER,266 E PASTIME RD,TUCSON,85705,520-696-6420,https://www.amphi.com/RillitoCenter,AMPHITHEATER UNIFIED SCHOOL DISTRICT,32.27409355,-110.96775432,{D7CB381B-F177-4577-A04E-22D40A2B8E49},PK-12,"CENTRAL\u149245 - ""CENTRAL\U149245""",2020/10/22 16:28:49+00,,
1014217.73589239,454534.641732283,106,PUBLIC,ELEMENTARY SCHOOL,JOHN B WRIGHT ELEMENTARY SCHOOL,4311 E LINDEN ST,TUCSON,85712,520-232-8100,https://wrightes.tusd1.org/,TUCSON UNIFIED SCHOOL DISTRICT,32.24551235,-110.9003204,{4DBAB07E-151D-4FF7-A216-9538FFF2F1FF},PK-5,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 11:05:12+00,,
1057673.50328084,397557.497047246,107,PUBLIC,OTHER,VAIL INNOVATION CENTER,10775 E MARY ANN CLEVELAND WY,TUCSON,85747,520-879-1300,https://vic.vailschooldistrict.org/,VAIL UNIFIED SCHOOL DISTRICT,32.08770826,-110.76176213,{8067A991-B6F8-4942-8F00-597D63FA9BC3},K-12,"CENTRAL\u149245 - ""CENTRAL\U149245""",2020/10/22 16:28:52+00,,
1000947.74442257,452500.185367458,108,PRIVATE,OTHER,SAINTS PETER & PAUL CATHOLIC SCHOOL,1436 N CAMPBELL AV,TUCSON,85719,520-325-2431,http://www.sspptucson.org/,,32.24025855,-110.94329677,{ACDBF58D-A465-492B-816F-65EAD423A485},K-8,"CENTRAL\u149245 - ""CENTRAL\U149245""",2020/10/22 16:28:50+00,,
980308.937664043,440076.281167977,109,PUBLIC,HIGH SCHOOL,CHOLLA HIGH SCHOOL,2001 W STARR PASS BL,TUCSON,85713,520-225-4000,https://chollahs.tusd1.org/,TUCSON UNIFIED SCHOOL DISTRICT,32.20660696,-111.01038134,{59406275-CF4D-40A1-BAD9-1D6DA78F6111},9-12,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 08:15:40+00,,
992317.741797902,411354.495406821,110,PUBLIC,ELEMENTARY SCHOOL,ELVIRA ELEMENTARY SCHOOL,250 W ELVIRA RD,TUCSON,85756,520-545-2800,https://www.susd12.org/elvira,SUNNYSIDE UNIFIED SCHOOL DISTRICT,32.1273787,-110.9723741,{ACCF4B83-44F1-48E9-BEF2-113F099E7933},K-6,U157087,2024/07/11 22:21:15+00,,
1048090.73950131,403332.749671914,111,PUBLIC,ELEMENTARY SCHOOL,DESERT WILLOW ELEMENTARY SCHOOL,9400 E ESMOND LP,TUCSON,85747,520-879-2300,https://dwe.vailschooldistrict.org/,VAIL UNIFIED SCHOOL DISTRICT,32.10385954,-110.79250468,{21CDD520-FC6A-4FF1-8D84-7E374010EBC8},K-5,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 09:20:27+00,,
995931.161089238,432891.709973752,112,PUBLIC,HIGH SCHOOL,INNOVATION TECH HIGH SCHOOL,3300 S PARK AV,TUCSON,85713,520-372-8700,https://intechhs.tusd1.org/,TUCSON UNIFIED SCHOOL DISTRICT,32.18648767,-110.96008461,{C182F865-6FA9-4398-AFA2-7E3AF45821BD},9-12,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 10:56:28+00,,
886348.432086613,392519.61942257,113,PUBLIC,MIDDLE SCHOOL,ALTAR VALLEY MIDDLE SCHOOL,16350 W AJO HY,TUCSON,85735,520-822-9343,http://avms.altarvalleyschools.org/,ALTAR VALLEY ELEMENTARY SCHOOL DISTRICT,32.07769533,-111.31501224,{60BB4EFE-5C2C-4588-A897-74AC233FD662},5-8,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/22 15:57:21+00,,
1001349.31922572,435210.030839898,114,CHARTER,HIGH SCHOOL,YOUTHWORKS CHARTER HIGH SCHOOL,1915 E 36TH ST,TUCSON,85713,520-495-4113,https://www.youthworkshs.org/,,32.19272601,-110.94250498,{D8DD1773-E532-4C60-9365-7EA130DF667E},9-12,U157087,2024/06/14 15:47:20+00,,
974689.555774279,489882.485564306,115,PUBLIC,POSTSECONDARY SCHOOL,PIMA COMMUNITY COLLEGE NORTHWEST CAMPUS,7600 N SHANNON RD,TUCSON,85709,520-206-2200,https://www.pima.edu/about-pima/locations/northwest/index.html,,32.34363184,-111.02721299,{F21A2F29-1435-4FA8-AB56-E8B200FD16A8},,"CENTRAL\u149245 - ""CENTRAL\U149245""",2020/10/22 16:28:50+00,,
1012051.1394357,420768.04429134,116,PUBLIC,ELEMENTARY SCHOOL,LOS NINOS ELEMENTARY SCHOOL,5445 S ALVERNON WY,TUCSON,85706,520-545-3300,https://www.susd12.org/los-ninos,SUNNYSIDE UNIFIED SCHOOL DISTRICT,32.1527607,-110.90835156,{049BC7C6-C7F8-4074-B379-1311D386C1A4},K-6,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 11:28:55+00,,
995304.077427823,447787.92486877,117,PUBLIC,HIGH SCHOOL,TUCSON HIGH MAGNET SCHOOL,400 N 2ND AV,TUCSON,85705,520-225-5000,https://thms.tusd1.org/,TUCSON UNIFIED SCHOOL DISTRICT,32.22744599,-110.96168365,{66A65054-27E8-4AA4-B195-02D13A513EBB},9-12,"CENTRAL\u149245 - ""CENTRAL\U149245""",2020/10/22 16:28:51+00,,
992563.50393701,446201.119750656,118,CHARTER,HIGH SCHOOL,CITY HIGH SCHOOL,47 E PENNINGTON ST,TUCSON,85701,520-623-7223,http://www.cityhighschool.org,,32.22315123,-110.97059052,{AB42B33C-9A7C-4FA9-AF0E-65A32B8C56EA},9-12,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 08:17:54+00,,
1007034.0226378,538196.245406821,119,PUBLIC,OTHER,CORONADO K-8 SCHOOL,3401 E WILDS RD,TUCSON,85739,520-696-6610,https://www.amphi.com/CoronadoK-8,AMPHITHEATER UNIFIED SCHOOL DISTRICT,32.47563697,-110.92103645,{362EAF39-F5F9-4C28-8A11-E75232DDD74A},K-8,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 08:27:02+00,,
1035484.05085302,451615.246391073,120,PRIVATE,HIGH SCHOOL,DESERT CHRISTIAN HIGH SCHOOL,7525 E SPEEDWAY BL,TUCSON,85710,520-298-5817,https://www.desertchristian.org/high-school,,32.23691665,-110.83163954,{F0C3AFD4-96E4-43FF-9BF0-55351C70FBC2},9-12,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 09:02:23+00,,
1006215.36482939,451588.935039371,121,CHARTER,OTHER,AMERISCHOOLS ACADEMY-COUNTRY CLUB,1150 N COUNTRY CLUB RD,TUCSON,85716,520-620-1100,http://www.amerischools.org,,32.23762159,-110.92628879,{ABC00E88-D914-4A36-BBCD-7A8EF0143B2F},PK-8,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/22 16:14:28+00,,
987513.313648295,490579.657152228,122,PUBLIC,MIDDLE SCHOOL,CROSS MIDDLE SCHOOL,1000 W CHAPALA DR,TUCSON,85704,520-696-5920,https://www.amphi.com/Cross,AMPHITHEATER UNIFIED SCHOOL DISTRICT,32.34524843,-110.98567423,{A19E89B8-4C02-4934-BC85-7C66907AF5F7},6-8,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 08:44:33+00,,
992941.98917323,440131.865157478,123,PRIVATE,OTHER,SANTA CRUZ CATHOLIC SCHOOL,29 W 22ND ST,TUCSON,85713,520-624-2093,https://santacruzschool.org/,,32.20646039,-110.96953969,{1E3F1483-DE17-45D9-9B8C-9B63FF30F8B6},K-8,"CENTRAL\u149245 - ""CENTRAL\U149245""",2020/10/22 16:28:50+00,,
1065293.91469816,462726.162401572,124,CHARTER,OTHER,HERMOSA MONTESSORI SCHOOL,12051 E FORT LOWELL RD,TUCSON,85749,520-749-5518,http://www.hermosaschool.org,,32.26658862,-110.73484943,{6D8666A7-5D94-4879-BB51-ED4DF0FC2E62},PK-8,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 10:40:35+00,,
962777.218503937,406975.898293965,125,CHARTER,HIGH SCHOOL,HIAKI HIGH SCHOOL,4747 W CALLE VICAM,TUCSON,85757,520-883-5051,https://www.pascuayaqui-nsn.gov/index.php/hiaki-high-school,,32.11601915,-111.06790265,{F0C1C5C1-BEC6-445B-98C0-D533B177B3F2},9-12,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 10:42:05+00,,
1021382.83464567,414360.306102365,126,PUBLIC,MIDDLE SCHOOL,BILLY LANE LAUFFER MIDDLE SCHOOL,5385 E LITTLETOWN RD,TUCSON,85756,520-545-4900,https://www.susd12.org/lauffer,SUNNYSIDE UNIFIED SCHOOL DISTRICT,32.13490515,-110.87840232,{4A657748-46FC-43A5-B8A4-6A3C424C3233},6-8,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/22 16:29:58+00,,
1058593.99934383,469592.334645666,127,PUBLIC,HIGH SCHOOL,TANQUE VERDE HIGH SCHOOL,4201 N MELPOMENE WY,TUCSON,85749,520-760-0801,https://tvhs.tanqueverdeschools.org/,TANQUE VERDE UNIFIED SCHOOL DISTRICT,32.28566011,-110.75628125,{6919DE19-B656-4303-9145-B3FEB23B418A},9-12,U157087,2024/06/14 14:58:03+00,,
987084.703412075,517093.629265092,128,PUBLIC,ELEMENTARY SCHOOL,COPPER CREEK ELEMENTARY SCHOOL,11620 N COPPER SPRING TR,ORO VALLEY,85737,520-696-6800,https://www.amphi.com/CopperCreek,AMPHITHEATER UNIFIED SCHOOL DISTRICT,32.41813217,-110.98631536,{F3B68A95-9C40-4D0E-9F5B-37B85684DBAA},K-5,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 08:22:01+00,,
992579.937664043,448738.093832023,129,CHARTER,ELEMENTARY SCHOOL,MEXICAYOTL ACADEMY,667 N 7TH AVE,TUCSON,85705,520-624-4018,http://MexicayotlAcademy.com,,32.23012383,-110.97046514,{DFB364B5-8BE0-494F-9D4E-DD1CC028024F},K-4,U157087,2024/06/12 22:14:26+00,,
989975.443569552,350209.33628609,130,PUBLIC,ELEMENTARY SCHOOL,SAHUARITA PRIMARY SCHOOL,350 W SAHUARITA RD,SAHUARITA,85629,520-625-3502 x1100,https://susd30.us/schools/sahuarita-primary-school/,SAHUARITA UNIFIED SCHOOL DISTRICT,31.95936905,-110.98164986,{DEB0B870-A9B4-4512-84B3-F925D60AB9AC},K-2,"CENTRAL\u149245 - ""CENTRAL\U149245""",2020/10/22 16:28:48+00,,
971138.722440943,485548.871391073,131,PUBLIC,ELEMENTARY SCHOOL,RICHARDSON ELEMENTARY SCHOOL,6901 N CAMINO DE LA TIERRA,TUCSON,85741,520-696-8542,https://richardson.flowingwellsschools.org/,FLOWING WELLS UNIFIED SCHOOL DISTRICT,32.33180121,-111.03882453,{4F3DC68B-C38D-43C2-A325-7C848F7FDF71},K-6,U157087,2024/06/13 20:57:35+00,,
1013564.38057743,443171.208661415,132,PUBLIC,ELEMENTARY SCHOOL,LINEWEAVER ELEMENTARY SCHOOL,461 S BRYANT AV,TUCSON,85711,520-232-7700,https://lineweaveres.tusd1.org/,TUCSON UNIFIED SCHOOL DISTRICT,32.21429703,-110.90278027,{BE8CD71C-C1C6-4752-8701-1AF203C04A9E},K-5,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 11:28:34+00,,
717117.433398951,333605.797900259,133,PUBLIC,ELEMENTARY SCHOOL,INDIAN OASIS ELEMENTARY INTERMEDIATE SCHOOL,STATE HIGHWAY 86 MILEPOST 115.5,SELLS,85634,520-719-1240,https://www.indianoasiselementary.org/,BABOQUIVARI UNIFIED SCHOOL DISTRICT,31.91715622,-111.86149617,{46969423-01A8-48F6-BA00-E36754AF344D},4-6,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/04/04 10:36:53+00,,
971719.065616798,479866.105643041,134,CHARTER,OTHER,GREEN FIELDS K-12 SCHOOL,6000 N CAMINO DE LA TIERRA,TUCSON,85741,520-297-2288,https://www.greenfields.org/, ,32.31616871,-111.03709682,{34AD3021-3D08-4CF7-9E49-B908CF0EB995},K-12,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/23 10:33:10+00,,
1005929.15091864,453528.255905509,135,PUBLIC,ELEMENTARY SCHOOL,BLENMAN ELEMENTARY SCHOOL,1695 N COUNTRY CLUB RD,TUCSON,85716,520-232-6500,https://blenmanes.tusd1.org/,TUCSON UNIFIED SCHOOL DISTRICT,32.24295908,-110.92715657,{00F93C28-F5A8-4E25-AA1F-2409E9F933E3},K-5,"CENTRAL\u149245 - ""CENTRAL\U149245""",2022/03/22 16:30:08+00,,
